timestamp,open,high,low,close,volume
1757139120000,4299.89,4299.89,4299.89,4299.89,0.0
1757139180000,4299.89,4299.89,4299.89,4299.89,0.0
1757139240000,4299.89,4299.89,4299.89,4299.89,0.0
1757139300000,4299.89,4299.89,4299.89,4299.89,0.0
1757139360000,4299.89,4299.89,4299.89,4299.89,0.0
1757139420000,4299.89,4299.89,4299.89,4299.89,0.0
1757139480000,4299.89,4299.89,4299.89,4299.89,0.0
1757139540000,4299.89,4299.89,4299.89,4299.89,0.0
1757139600000,4299.89,4299.89,4299.89,4299.89,0.0
1757139660000,4299.89,4299.89,4299.89,4299.89,0.0
1757139720000,4299.89,4299.89,4299.89,4299.89,0.0
1757139780000,4299.89,4299.89,4299.89,4299.89,0.0
1757139840000,4299.89,4299.89,4299.89,4299.89,0.0
1757139900000,4299.89,4299.89,4299.89,4299.89,0.0
1757139960000,4299.89,4299.89,4299.89,4299.89,0.0
1757140020000,4299.89,4299.89,4299.89,4299.89,0.0
1757140080000,4299.89,4299.89,4299.89,4299.89,0.0
1757140140000,4299.89,4299.89,4299.89,4299.89,0.0
1757140200000,4302.63,4302.63,4302.63,4302.63,0.0116
1757140260000,4306.45,4306.45,4306.45,4306.45,0.0064
1757140320000,4306.45,4306.45,4306.45,4306.45,0.0
1757140380000,4306.45,4306.45,4306.45,4306.45,0.0
1757140440000,4306.45,4306.45,4306.45,4306.45,0.0
1757140500000,4306.45,4306.45,4306.45,4306.45,0.0
1757140560000,4306.45,4306.45,4306.45,4306.45,0.0
1757140620000,4306.45,4306.45,4306.45,4306.45,0.0
1757140680000,4306.45,4306.45,4306.45,4306.45,0.0
1757140740000,4306.45,4306.45,4306.45,4306.45,0.0
1757140800000,4306.45,4306.45,4306.45,4306.45,0.0
1757140860000,4306.45,4306.45,4306.45,4306.45,0.0
1757140920000,4306.45,4306.45,4306.45,4306.45,0.0
1757140980000,4306.45,4306.45,4306.45,4306.45,0.0
1757141040000,4306.45,4306.45,4306.45,4306.45,0.0
1757141100000,4306.45,4306.45,4306.45,4306.45,0.0
1757141160000,4306.45,4306.45,4306.45,4306.45,0.0
1757141220000,4306.45,4306.45,4306.45,4306.45,0.0
1757141280000,4306.45,4306.45,4306.45,4306.45,0.0
1757141340000,4306.45,4306.45,4306.45,4306.45,0.0
1757141400000,4306.45,4306.45,4306.45,4306.45,0.0
1757141460000,4306.45,4306.45,4306.45,4306.45,0.0
1757141520000,4306.45,4306.45,4306.45,4306.45,0.0
1757141580000,4306.45,4306.45,4306.45,4306.45,0.0
1757141640000,4306.45,4306.45,4306.45,4306.45,0.0
1757141700000,4306.45,4306.45,4306.45,4306.45,0.0
1757141760000,4306.45,4306.45,4306.45,4306.45,0.0
1757141820000,4306.45,4306.45,4306.45,4306.45,0.0
1757141880000,4306.45,4306.45,4306.45,4306.45,0.0
1757141940000,4306.45,4306.45,4306.45,4306.45,0.0
1757142000000,4306.45,4306.45,4306.45,4306.45,0.0
1757142060000,4306.45,4306.45,4306.45,4306.45,0.0
1757142120000,4306.45,4306.45,4306.45,4306.45,0.0
1757142180000,4306.45,4306.45,4306.45,4306.45,0.0
1757142240000,4306.45,4306.45,4306.45,4306.45,0.0
1757142300000,4306.45,4306.45,4306.45,4306.45,0.0
1757142360000,4306.45,4306.45,4306.45,4306.45,0.0
1757142420000,4306.45,4306.45,4306.45,4306.45,0.0
1757142480000,4306.45,4306.45,4306.45,4306.45,0.0
1757142540000,4306.45,4306.45,4306.45,4306.45,0.0
1757142600000,4306.45,4306.45,4306.45,4306.45,0.0
1757142660000,4306.45,4306.45,4306.45,4306.45,0.0
1757142720000,4306.45,4306.45,4306.45,4306.45,0.0
1757142780000,4308.13,4308.13,4308.13,4308.13,0.016
1757142840000,4308.13,4308.13,4308.13,4308.13,0.0
1757142900000,4308.52,4308.52,4307.44,4307.59,0.0297
1757142960000,4307.59,4307.59,4307.59,4307.59,0.0
1757143020000,4307.59,4307.59,4307.59,4307.59,0.0
1757143080000,4307.59,4307.59,4307.59,4307.59,0.0
