timestamp,open,high,low,close,volume
1757068320000,112368.34,112368.34,112368.34,112368.34,5e-05
1757068380000,112368.34,112368.34,112368.34,112368.34,0.0
1757068440000,112368.34,112368.34,112368.34,112368.34,0.0
1757068500000,112368.34,112368.34,112368.34,112368.34,0.0
1757068560000,112368.34,112368.34,112368.34,112368.34,0.0
1757068620000,112656.37,112656.37,112372.14,112482.05,0.00606
1757068680000,112482.05,112482.05,112482.05,112482.05,0.02687
1757068740000,112482.05,112482.05,112350.08,112350.08,0.00389
1757068800000,112782.05,112782.05,112515.91,112515.91,0.00281
1757068860000,112515.91,112782.05,112349.42,112349.66,0.02134
1757068920000,112371.18,112372.44,112369.6,112372.44,0.0008
1757068980000,112352.48,112352.48,112350.26,112350.26,0.0094
1757069040000,112368.06,118005.33,112367.75,112367.82,0.01563
1757069100000,112367.82,112386.4,112367.75,112386.4,0.00884
1757069160000,112358.43,112386.4,112358.4,112379.11,0.00427
1757069220000,112366.99,112369.01,111243.32,112369.01,0.00632
1757069280000,112369.01,112369.01,105687.04,105687.04,0.06892
1757069340000,105687.04,113003.0,105687.04,113003.0,0.01215
1757069400000,112357.91,113003.0,112344.01,112374.63,0.11438
1757069460000,112374.63,117968.77,102850.26,117968.77,0.04132
1757069520000,112321.0,117968.77,111197.78,112320.99,0.0569
1757069580000,112320.99,112320.99,111198.0,111198.0,0.00964
1757069640000,111198.0,111198.0,100097.01,111198.0,0.01846
1757069700000,111198.0,111198.0,111198.0,111198.0,0.05809
1757069760000,111198.0,111198.0,111198.0,111198.0,0.00729
1757069820000,111198.0,111198.0,110086.02,111198.0,0.07283
1757069880000,111198.0,111198.0,111198.0,111198.0,0.09909
1757069940000,111198.0,111198.0,57583.97,57583.97,0.02797
1757070000000,57583.97,57583.97,57583.97,57583.97,0.02234
1757070060000,57583.97,57583.97,57583.97,57583.97,0.01921
1757070120000,57583.97,57583.97,57008.13,57583.97,0.00483
1757070180000,57583.97,57583.97,57583.97,57583.97,0.01085
1757070240000,57583.97,57583.97,57583.97,57583.97,0.00096
1757070300000,57583.97,57583.97,57583.97,57583.97,9e-05
1757070360000,57583.97,112368.33,57583.97,112368.33,6.82173
1757070420000,112368.33,112396.9,112368.33,112396.9,2.11199
1757070480000,112396.9,112400.0,112389.99,112389.99,0.02937
1757070540000,112390.0,112433.47,112322.27,112322.27,0.3741
1757070600000,112322.28,112322.28,112189.44,112189.45,2.09836
1757070660000,112189.45,112213.59,112182.84,112182.84,0.29755
1757070720000,112182.84,112182.85,112182.84,112182.85,0.00205
1757070780000,112188.25,112188.25,112188.24,112188.25,2.17654
1757070840000,112199.99,112199.99,112199.99,112199.99,0.00295
1757070900000,112210.92,112210.92,112188.21,112188.22,1.00095
1757070960000,112160.0,112185.75,112159.0,112185.75,2.09181
1757071020000,112185.75,112199.99,112185.75,112199.99,1.09849
1757071080000,112164.96,112164.96,112156.31,112156.31,1.00742
1757071140000,112146.47,112146.47,112138.16,112138.16,0.00907
1757071200000,112138.16,112191.98,112138.16,112191.98,2.10111
1757071260000,112191.98,112198.44,112191.97,112198.44,0.01238
1757071320000,112200.0,112228.43,112200.0,112228.42,1.11228
1757071380000,112228.43,112228.43,112228.42,112228.42,4.18723
1757071440000,112228.42,112228.43,112205.26,112205.27,3.18503
1757071500000,112205.26,112322.28,112205.26,112317.54,2.10505
1757071560000,112317.53,112324.89,112267.54,112324.89,3.36553
1757071620000,112324.9,112337.44,112324.9,112337.44,2.01899
1757071680000,112330.06,112330.06,112330.05,112330.06,0.0085
1757071740000,112337.44,112347.17,112337.44,112347.17,0.01951
1757071800000,112347.17,112353.21,112332.7,112332.7,0.69288
1757071860000,112318.31,112344.12,112318.3,112344.12,1.01391
1757071920000,112321.48,112353.25,112316.96,112353.24,0.013
1757071980000,112353.24,112378.12,112353.24,112378.12,0.0133
1757072040000,112378.12,112378.12,112341.14,112341.14,0.00386
1757072100000,112341.13,112346.91,112331.74,112331.74,9.1337
1757072160000,112331.75,112331.75,25000.0,112314.85,7.61965
1757072220000,112335.99,112336.0,112306.99,112307.0,1.00351
1757072280000,112307.0,112307.0,112298.05,112298.05,1.00153
1757072340000,112298.05,112313.16,112298.05,112313.16,2.1805
1757072400000,112313.16,112313.16,112302.73,112310.99,5.17769
1757072460000,112310.99,112311.0,112291.21,112291.21,4.17794
1757072520000,112280.76,112330.24,112280.75,112292.85,2.17954
1757072580000,112292.84,112329.9,112292.84,112329.89,5.11639
1757072640000,112329.9,112336.79,112329.89,112336.79,6.24251
1757072700000,112336.78,112336.79,112336.78,112336.78,1.00975
1757072760000,112324.89,112324.9,42310.88,42310.88,0.87779
1757072820000,79975.58,112306.78,70756.35,112306.78,1.77426
1757072880000,112306.78,112306.79,112299.82,112299.82,5.0778
1757072940000,112299.83,112299.83,112287.92,112287.92,2.17264
1757073000000,112287.92,112294.52,112287.92,112292.25,3.17741
1757073060000,112292.25,112292.25,112286.48,112286.48,2.22979
1757073120000,112313.03,112313.04,112294.71,112294.71,2.17443
1757073180000,112294.7,112294.71,112294.7,112294.71,3.69722
1757073240000,112294.71,112315.0,112294.7,112315.0,2.17627
1757073300000,112327.58,112359.53,112327.58,112359.53,5.17326
1757073360000,112359.53,112359.53,112352.86,112352.86,2.2247
1757073420000,112352.87,112359.53,112352.87,112359.53,4.17646
1757073480000,112360.27,112360.27,112360.0,112360.0,2.18321
1757073540000,112360.01,112360.01,112360.0,112360.01,2.00404
1757073600000,112360.01,112360.01,112331.99,112349.97,2.18287
1757073660000,112349.96,112436.74,112349.96,112404.52,6.1878
1757073720000,112389.52,112399.29,112389.51,112399.29,0.0026
1757073780000,112389.51,112442.0,112383.13,112411.84,2.01148
1757073840000,112411.84,112440.74,112411.84,112440.74,2.02313
1757073900000,112440.74,112486.0,112440.73,112445.19,6.01495
1757073960000,112445.2,112445.2,112429.29,112433.78,2.00229
1757074020000,112435.13,112435.13,112425.66,112425.66,0.01178
1757074080000,112439.35,112439.35,112418.88,112418.89,2.17336
1757074140000,112418.88,112418.89,112418.88,112418.89,5.17177
1757074200000,112352.49,112352.49,112352.48,112352.48,3.17117
1757074260000,112352.49,112358.0,112277.15,112277.15,2.36096
1757074320000,112277.16,112310.02,112254.67,112254.67,0.04934
1757074380000,112276.92,112350.19,112276.92,112350.19,1.01374
1757074440000,112372.24,112372.25,112349.21,112349.21,1.00401
1757074500000,112368.63,112414.0,112368.63,112414.0,0.00631
1757074560000,112422.62,112446.96,112416.84,112446.95,2.17678
1757074620000,112446.95,112515.34,112446.95,112515.34,4.41279
1757074680000,112518.74,112544.72,112518.73,112544.72,2.21475
1757074740000,112544.71,112554.0,112544.71,112554.0,2.18089
1757074800000,112554.0,112650.0,112553.99,112609.66,2.05952
1757074860000,112609.66,112609.66,112408.96,112431.46,2.20149
1757074920000,112433.94,112483.97,112433.94,112458.83,2.18037
1757074980000,112458.84,112473.08,112458.84,112473.08,1.00227
1757075040000,112487.41,112500.79,112462.81,112462.82,2.17944
1757075100000,112462.82,112477.43,112462.82,112477.43,2.17897
1757075160000,112474.01,112584.61,112474.01,112584.61,2.17912
1757075220000,112570.84,112570.85,112547.82,112557.49,2.1765
1757075280000,112545.21,112557.63,112514.51,112514.51,2.17201
1757075340000,112505.38,112550.0,112505.38,112550.0,0.00888
1757075400000,112589.35,113208.95,112589.35,113208.95,0.47939
1757075460000,113208.96,162368.63,112260.05,112420.0,5.67886
1757075520000,112420.0,113999.59,112420.0,113004.0,0.52613
1757075580000,113004.0,113010.01,112780.21,112899.65,4.11259
1757075640000,112988.3,112988.31,112892.74,112892.74,2.0642
1757075700000,112891.97,113027.08,112760.0,112760.0,2.07178
1757075760000,112757.99,112757.99,112470.58,112626.0,2.08645
1757075820000,112626.0,112800.0,112626.0,112629.37,0.02451
1757075880000,112629.36,112629.37,112560.01,112609.65,2.07754
1757075940000,112609.65,112609.65,27942.55,112595.81,2.52098
1757076000000,112595.82,112723.01,112595.81,112600.0,1.07422
1757076060000,112600.0,112600.01,112431.47,112431.48,3.10183
1757076120000,112514.59,112514.59,112415.17,112502.55,3.09103
1757076180000,112502.55,112671.99,26938.44,112572.81,0.5158
1757076240000,112572.8,112723.66,112572.8,112723.66,4.66463
1757076300000,112723.65,112817.38,112679.99,112750.27,1.02134
1757076360000,112750.26,112750.27,112620.74,112620.74,2.50267
1757076420000,112605.54,112605.54,112549.88,112549.88,0.07201
1757076480000,112587.67,112680.0,112587.67,112625.55,2.17252
1757076540000,112675.7,112738.25,112675.7,112738.25,1.61542
1757076600000,112737.98,112832.04,112737.97,112832.04,2.13209
1757076660000,112832.03,112954.76,112825.44,112954.76,2.09494
1757076720000,112891.95,112891.95,112882.01,112882.01,2.05534
1757076780000,112925.01,112925.01,112495.65,112914.09,3.06015
