timestamp,open,high,low,close,volume
1757068200000,113.09,113.09,112.93,113.09,4.668
1757069100000,112.0,112.7,112.0,112.7,7.532
1757070000000,112.85,113.0,112.85,112.94,24.068
1757070900000,112.98,113.05,112.93,113.05,20.562
1757071800000,113.06,113.06,113.03,113.04,9.998
1757072700000,113.02,113.02,112.87,112.87,46.768
1757073600000,112.85,112.88,112.85,112.85,22.999
1757074500000,112.9,113.12,112.9,113.12,8.768
1757075400000,113.0,113.98,113.0,113.24,10.508
1757076300000,113.46,114.08,113.46,114.06,9.062
1757077200000,114.15,114.34,114.13,114.15,10.774
1757078100000,113.96,114.14,113.95,114.01,8.945
1757079000000,114.31,114.8,114.31,114.8,8.05
1757079900000,114.85,115.0,114.71,114.71,15.522
1757080800000,114.77,114.77,113.66,113.85,44.395
1757081700000,113.78,113.78,112.59,112.59,15.491
1757082600000,112.7,112.72,112.1,112.12,259.298
1757083500000,112.07,112.34,111.51,111.86,14.514
1757084400000,112.04,112.56,111.94,112.56,15.846
1757085300000,112.51,112.85,112.51,112.75,14.024
1757086200000,112.75,112.75,112.75,112.75,0.0
1757087100000,112.53,112.53,112.34,112.34,20.491
1757088000000,112.11,112.46,112.11,112.46,12.889
1757088900000,112.48,112.61,112.48,112.61,108.661
1757089800000,112.54,112.55,112.36,112.52,96.057
1757090700000,112.7,112.75,112.7,112.75,193.198
1757091600000,112.58,112.58,112.51,112.51,4.888
1757092500000,112.52,112.53,112.52,112.53,0.696
1757093400000,112.35,112.36,111.94,112.05,61.539
1757094300000,112.35,112.48,112.35,112.48,9.305
1757095200000,112.41,112.41,112.31,112.31,41.34
1757096100000,112.58,112.84,112.58,112.84,1.693
1757097000000,112.84,112.84,112.84,112.84,0.0
1757097900000,113.11,113.11,113.01,113.06,65.532
1757098800000,113.02,113.02,112.97,112.97,1.885
1757099700000,113.05,113.14,113.02,113.14,1.812
1757100600000,113.14,113.15,113.14,113.15,24.0
1757101500000,113.1,113.19,113.09,113.19,31.417
1757102400000,113.26,113.26,113.1,113.1,16.771
1757103300000,113.16,113.16,113.11,113.11,1.371
1757104200000,113.26,113.29,113.09,113.28,3.708
1757105100000,113.14,113.29,113.13,113.25,2.783
1757106000000,113.28,113.28,113.19,113.19,1.5
1757106900000,112.76,112.76,112.76,112.76,0.046
1757107800000,112.76,112.76,112.76,112.76,0.0
1757108700000,112.49,112.49,112.44,112.44,0.222
1757109600000,112.12,112.2,112.12,112.2,3.566
1757110500000,112.11,112.11,112.04,112.05,209.745
1757111400000,112.05,112.05,112.05,112.05,0.0
1757112300000,112.4,112.41,112.4,112.4,88.378
1757113200000,112.4,112.4,112.4,112.4,0.0
1757114100000,112.0,112.0,111.94,111.94,9.923
1757115000000,112.01,112.06,112.01,112.06,1.045
