timestamp,value_usdc,cash,qty_BTCUSDC,action,size,q10,q50,q90,uncertainty,rsi,adx,bb_width
2025-08-29 01:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.05125292938520693,0.09630892574878228,0.14136492211235763,0.0901119927271507,32.95184475323438,39.849709442505734,0.018362271668162407
2025-08-29 02:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.05217573997048006,0.09813731912838945,0.14409889828629885,0.09192315831581879,26.73181985595012,38.97524566745104,0.01979429864655625
2025-08-29 03:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.0548045104846781,0.09748688097010492,0.14016925145553175,0.08536474097085364,35.108290616573754,38.804185979093475,0.02006239621503677
2025-08-29 04:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.05145919324584871,0.09882425743931976,0.1461893216327908,0.09473012838694209,27.49213412073918,37.578258209270565,0.020463867443130595
2025-08-29 05:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.052700452093163486,0.09965544633688563,0.14661044058060776,0.09390998848744428,29.83439799514167,37.43242511590604,0.02156631237506197
2025-08-29 06:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.05182554927396579,0.09965544633688563,0.14748534339980546,0.09565979412583966,32.88061643411247,37.78987428418496,0.02169892725809986
2025-08-29 07:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.05346624261417299,0.10385443452845153,0.15424262644273007,0.10077638382855708,22.252758194925633,40.038472332344284,0.026843333270693596
2025-08-29 08:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.053001196494961406,0.10674907087088441,0.1604969452468074,0.107495748751846,20.446917752925046,44.42648200054413,0.031149525747971394
2025-08-29 09:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.05508638141226874,0.10804789875053238,0.16100941608879601,0.10592303467652728,25.349209400571127,47.045185456403225,0.034183139386690174
2025-08-29 10:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.053413085387159095,0.10464206261703789,0.1558710398469167,0.1024579544597576,29.1896796418102,48.3982799966869,0.034480404609436785
2025-08-29 11:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.05337787958376042,0.10441204037108807,0.15544620115841573,0.10206832157465531,28.691814159291795,49.00542832238891,0.03496834759004186
2025-08-29 12:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.05046690788846847,0.10198018601672852,0.15349346414498857,0.1030265562565201,33.31850662650346,49.4666880910235,0.034506213713476674
2025-08-29 13:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.04549355500916946,0.10576089456985736,0.16602823413054527,0.1205346791213758,22.22156225016934,51.91022980386996,0.037677335369390455
2025-08-29 14:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.04721888212272253,0.10907330794885643,0.17092773377499032,0.12370885165226779,20.444324319534175,54.21969349557959,0.04323772322342413
2025-08-29 15:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.03408689547651504,0.09908924934025391,0.1640916032039928,0.13000470772747774,25.175426653959747,54.37452075734185,0.04718963716958947
2025-08-29 16:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.03447164699421314,0.10138223585444471,0.16829282471467627,0.13382117772046315,29.110311739525926,53.41323040419802,0.049086500525633826
2025-08-29 17:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.03019058373395861,0.10077546140672793,0.17136033907949724,0.14116975534553863,24.90600076253294,52.621072108531436,0.050594525387078586
2025-08-29 18:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.03072844672671249,0.10077546140672793,0.17082247608674336,0.14009402936003088,24.457276092144298,52.1212784608573,0.051254063124116234
2025-08-29 19:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.03521141275844633,0.09858007380895455,0.16194873485946276,0.12673732210101643,25.94475854146671,50.743247243897635,0.04978930444468736
2025-08-29 20:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.032407423198106605,0.09865647512010696,0.1649055270421073,0.1324981038440007,24.411123347214414,49.410373024621265,0.04940694465312364
2025-08-29 21:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.03291405830207941,0.09352798701086897,0.15414191571965852,0.1212278574175791,37.49507968911595,45.80975303098542,0.04840528843284473
2025-08-29 22:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.03948194064823208,0.09672692012008331,0.15397189959193455,0.11448995894370248,39.51204848615121,41.310876907380596,0.04699738927151726
2025-08-29 23:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.04215471146106703,0.09513498261799878,0.14811525377493054,0.10596054231386351,37.9954125993491,36.49913316419767,0.04381850035576544
2025-08-30 00:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.041669671915590394,0.09513498261799878,0.14860029332040717,0.10693062140481677,34.899061730491724,32.48184120664179,0.04037137115666601
2025-08-30 01:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.04259571702809038,0.09612553933565578,0.14965536164322119,0.1070596446151308,29.338415251991464,29.947333213404217,0.03827608771585175
2025-08-30 02:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.039237539608639606,0.09612553933565578,0.15301353906267195,0.11377599945403236,25.93047101597277,32.84113424519161,0.033900333888410614
2025-08-30 03:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.03848104280049094,0.09302966382546808,0.14757828485044522,0.10909724204995427,43.49835406282508,32.08695112968647,0.03233083688500884
2025-08-30 04:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.039754427626914855,0.0896196829765493,0.13948493832618375,0.09973051069926889,52.79043253353182,28.735832699755747,0.031437582621090476
2025-08-30 05:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.042013995307098935,0.09159118278947916,0.14116837027185938,0.09915437496476046,49.529311030981304,26.378557849505057,0.03001672397017206
2025-08-30 06:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.03760911489252544,0.08980976659340416,0.14201041829428288,0.10440130340175743,44.996250463826705,24.33130641845619,0.02744789927160416
2025-08-30 07:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.04150353764917046,0.09029288139856013,0.13908222514794982,0.09757868749877936,50.76275203553313,22.508474625437646,0.02374025973240815
2025-08-30 08:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.005391381799970604,0.06948829301905822,0.13358520423814585,0.12819382243817523,55.96633103113347,19.878677355351915,0.013002798232086143
2025-08-30 09:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,-0.007218600443554775,0.05889840114803289,0.12501540273962056,0.13223400318317532,54.334666553201316,18.514429035309355,0.011232638713802515
2025-08-30 10:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,-0.0030986221539026568,0.05981596362370407,0.12273054940131078,0.12582917155521345,60.31596084025321,16.361850705476545,0.011257747168477723
2025-08-30 11:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,-0.005766974394711626,0.05815464896414812,0.12207627232300786,0.1278432467177195,54.181057989456505,15.425534151032348,0.01167169590897262
2025-08-30 12:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,-0.0045460668088313436,0.05694661206071903,0.11843929093026939,0.12298535773910074,54.29733186135738,15.130905343929683,0.011476219014637043
2025-08-30 13:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.005504197714506394,0.05769822327189147,0.10989224882927653,0.10438805111477015,52.719367756725134,15.763500271866963,0.011551760573542517
2025-08-30 14:00:00+00:00,1000.0,1000.0,0.0,HOLD,0.0,0.016510526387428087,0.05636138828581374,0.09621225018419939,0.0797017237967713,56.27021923552199,15.16933432256226,0.011795013645703822
